bootstrap_iteration,metric,value
34,specificity,0.7814653192466697
35,auroc,0.8088853680967143
35,auprc,0.7955035878221707
35,accuracy,0.7421875
35,brier,0.1771083351349197
35,sensitivity,0.6999412800939518
35,specificity,0.7838369804330207
36,auroc,0.8079092665861634
36,auprc,0.7915228492968398
36,accuracy,0.7432952425373134
36,brier,0.17714215111617682
36,sensitivity,0.6942986641221374
36,specificity,0.7901459854014599
37,auroc,0.8047206128947836
37,auprc,0.7947218659189412
37,accuracy,0.7366487873134329
37,brier,0.1786605647409639
37,sensitivity,0.6913134606427573
37,specificity,0.7821111630079403
38,auroc,0.8072688964839818
38,auprc,0.7969490771948702
38,accuracy,0.7393889925373134
38,brier,0.17815341366848952
38,sensitivity,0.6916785206258891
38,specificity,0.7855667737494263
39,auroc,0.8015643440398457
39,auprc,0.7896203804444478
39,accuracy,0.7317513992537313
39,brier,0.18029151004527677
39,sensitivity,0.6857209519365376
39,specificity,0.7777389277389277
40,auroc,0.8034326793022112
40,auprc,0.7849965730429074
40,accuracy,0.7335587686567164
40,brier,0.1799682247348478
40,sensitivity,0.6924340175953079
40,specificity,0.7741972875854874
41,auroc,0.8019498899626284
41,auprc,0.7917861524173515
41,accuracy,0.7332089552238806
41,brier,0.18050793510141425
41,sensitivity,0.6927289676066185
41,specificity,0.7737456242707118
42,auroc,0.8050219050637115
42,auprc,0.794634417359422
42,accuracy,0.7377565298507462
42,brier,0.1787545727701831
42,sensitivity,0.6904061212477928
42,specificity,0.7842208617303916
43,auroc,0.8081775329080534
43,auprc,0.7896263631327833
43,accuracy,0.7339668843283582
43,brier,0.17800061211949592
43,sensitivity,0.6882745471877979
43,specificity,0.7777397260273973
44,auroc,0.8115598466438991
44,auprc,0.7980522699064558
44,accuracy,0.742245802238806
44,brier,0.1759450504998437
44,sensitivity,0.6927830243674945
44,specificity,0.7917201166180758
45,auroc,0.8028660555006985
45,auprc,0.7849798575179403
45,accuracy,0.7341417910447762
45,brier,0.18009114059655493
45,sensitivity,0.6871813115142891
45,specificity,0.7795618763619682
46,auroc,0.8020262496571776
46,auprc,0.7934425516297827
46,accuracy,0.7311100746268657
46,brier,0.18045865298931854
46,sensitivity,0.6840322392243897
46,specificity,0.7780235129786987
47,auroc,0.8040091013414694
47,auprc,0.7913566901832041
47,accuracy,0.7358908582089553
47,brier,0.17935658899770748
47,sensitivity,0.687514806917792
47,specificity,0.7827784156142366
48,auroc,0.8079479161652905
48,auprc,0.796800373418568
48,accuracy,0.7413129664179104
48,brier,0.17738383083953993
48,sensitivity,0.6920112123335669
48,specificity,0.7904540162980209
49,auroc,0.802907492719046
49,auprc,0.7889948340202715
49,accuracy,0.7356576492537313
49,brier,0.17971641404954944
49,sensitivity,0.6816784869976359
49,specificity,0.7881960423377818
50,auroc,0.8026590381877008
50,auprc,0.7872837111265087
50,accuracy,0.7366487873134329
50,brier,0.1798945025929976
50,sensitivity,0.6918290678563043
50,specificity,0.7808663423673847
51,auroc,0.8069802310483984
51,auprc,0.790185707284759
51,accuracy,0.7394472947761194
51,brier,0.17801807886812998
51,sensitivity,0.6902749672658017
51,specificity,0.7866529539481202
52,auroc,0.8038713211134043
52,auprc,0.7877604640996296
52,accuracy,0.738339552238806
52,brier,0.1793433496069916
52,sensitivity,0.6904957224891597
52,specificity,0.7857059983756817
53,auroc,0.8056689829208614
53,auprc,0.7938700816031559
53,accuracy,0.7362989738805971
53,brier,0.17889764932901148
53,sensitivity,0.6858749121574139
53,specificity,0.7862781518458324
54,auroc,0.8026109099327017
54,auprc,0.7895427922935745
54,accuracy,0.7333255597014925
54,brier,0.18008345505053538
54,sensitivity,0.6870876531573987
54,specificity,0.778624192059095
55,auroc,0.8036612939022265
55,auprc,0.7935937835998444
55,accuracy,0.7353078358208955
55,brier,0.1793750749798092
55,sensitivity,0.6931672680712373
55,specificity,0.777596075224857
56,auroc,0.8067614264716523
56,auprc,0.7912418903933878
56,accuracy,0.7396805037313433
56,brier,0.17803803355392364
56,sensitivity,0.6957444300365436
56,specificity,0.7826738954896758
57,auroc,0.7946399263803334
57,auprc,0.779472268236718
57,accuracy,0.7258045708955224
57,brier,0.18359932527623543
57,sensitivity,0.6706537186167693
57,specificity,0.7792834175470832
58,auroc,0.8041305106223346
58,auprc,0.7901508490728711
58,accuracy,0.7370569029850746
58,brier,0.17903131483795187
58,sensitivity,0.6926811937470393
58,specificity,0.7800872760679834
59,auroc,0.8022611140416327
59,auprc,0.7928669791409735
59,accuracy,0.7322761194029851
59,brier,0.18056512064877908
59,sensitivity,0.6829951014695591
59,specificity,0.7815341571461879
60,auroc,0.8031725582435522
60,auprc,0.7934140599003199
60,accuracy,0.7369402985074627
60,brier,0.1794225752439749
60,sensitivity,0.6905871388630009
60,specificity,0.7833800186741363
61,auroc,0.8048154691361042
61,auprc,0.7924997548047429
61,accuracy,0.7372901119402985
61,brier,0.17911911958942686
61,sensitivity,0.6896956879332629
61,specificity,0.7841684990163176
62,auroc,0.8037409293049675
62,auprc,0.7889269062711138
62,accuracy,0.7350163246268657
62,brier,0.17945520372986648
62,sensitivity,0.6842229014813073
62,specificity,0.7849872773536896
63,auroc,0.8020658281021663
63,auprc,0.784143503048271
63,accuracy,0.734316697761194
63,brier,0.1803985179921891
63,sensitivity,0.6900855920114123
63,specificity,0.7768878718535469
64,auroc,0.8046176479757974
64,auprc,0.7935474659003235
64,accuracy,0.7325093283582089
64,brier,0.17932824341586479
64,sensitivity,0.6791262702955262
64,specificity,0.7857059713653823
65,auroc,0.810334602602464
65,auprc,0.7958693490554255
65,accuracy,0.7419542910447762
65,brier,0.17650705778445394
65,sensitivity,0.6976606805293005
65,specificity,0.7851058931860037
66,auroc,0.8091233588194279
66,auprc,0.7965491548069967
66,accuracy,0.7428871268656716
66,brier,0.17659314926371875
66,sensitivity,0.6966913929118097
66,specificity,0.788197251414713
67,auroc,0.8068790373752392
67,auprc,0.7912362390255936
67,accuracy,0.7361823694029851
67,brier,0.17820363801190878
67,sensitivity,0.6803356180571969
67,specificity,0.7905638665132336
68,auroc,0.7990940857148034
68,auprc,0.7824748785328385
68,accuracy,0.7322761194029851
68,brier,0.18172007176841762
68,sensitivity,0.6857006899833452
68,specificity,0.777040932997942
69,auroc,0.8021828211929283
69,auprc,0.789439103679646
69,accuracy,0.734258395522388
69,brier,0.18027477969241457
69,sensitivity,0.6891637220259128
69,specificity,0.7784576310320942
70,auroc,0.8013230344985129
70,auprc,0.7867173555429021
70,accuracy,0.7323927238805971
70,brier,0.18081822554814478
70,sensitivity,0.6913667372382969
70,specificity,0.7727167630057803
71,auroc,0.8035864921857178
71,auprc,0.7849105363516183
71,accuracy,0.7325093283582089
71,brier,0.17970244821425624
71,sensitivity,0.6852864273829332
71,specificity,0.7779812314030671
72,auroc,0.8050044067472969
72,auprc,0.7890383147445705
72,accuracy,0.7376399253731343
72,brier,0.17908866213925886
72,sensitivity,0.6908833588866612
72,specificity,0.783350628386948
73,auroc,0.8036544299472083
73,auprc,0.7857353236179834
73,accuracy,0.7355410447761194
73,brier,0.17944858249805165
73,sensitivity,0.6882197696737045
73,specificity,0.7802858439201452
74,auroc,0.8036438269531314
74,auprc,0.7876626959449008
74,accuracy,0.7361823694029851
74,brier,0.1794791793193205
74,sensitivity,0.684185773074662
74,specificity,0.7873250838441078
75,auroc,0.8036280382714792
75,auprc,0.7874566252197511
75,accuracy,0.734200093283582
75,brier,0.17970081664751605
75,sensitivity,0.6836204861930611
75,specificity,0.7835906890988708
76,auroc,0.8015657431433587
76,auprc,0.7929064400251566
76,accuracy,0.7367653917910447
76,brier,0.17979441369611843
76,sensitivity,0.693321007626531
76,specificity,0.7810072958343139
77,auroc,0.8015051946460807
77,auprc,0.78613264026611
77,accuracy,0.7333255597014925
77,brier,0.18039552586734914
77,sensitivity,0.6828777659448586
77,specificity,0.782323870819446
78,auroc,0.8028927708534356
78,auprc,0.7858967113535273
78,accuracy,0.7326259328358209
78,brier,0.18035386251517885
78,sensitivity,0.6857644991212654
78,specificity,0.7790414297319253
79,auroc,0.8059858664537932
79,auprc,0.7810295344687974
79,accuracy,0.7396805037313433
79,brier,0.1781958646667554
79,sensitivity,0.6885422915416917
79,specificity,0.7880231371214699
80,auroc,0.8023207925188248
80,auprc,0.7925239620671813
80,accuracy,0.7358908582089553
80,brier,0.1799623529665486
80,sensitivity,0.6885226741467976
80,specificity,0.7830386226151699
81,auroc,0.8086547332563064
81,auprc,0.7975323900118882
81,accuracy,0.7387476679104478
81,brier,0.1771326217845252
81,sensitivity,0.6894483001999765
81,specificity,0.7871922321118946
82,auroc,0.8068612828496373
82,auprc,0.7942848767801548
82,accuracy,0.7368236940298507
82,brier,0.17813804364578625
82,sensitivity,0.6905403821357402
82,specificity,0.7826238255422805
83,auroc,0.8040686722297479
83,auprc,0.7880791455428221
83,accuracy,0.7353078358208955
83,brier,0.17898632880394102
83,sensitivity,0.6867182846932698
83,specificity,0.7818887746945301
84,auroc,0.8020517030378354
84,auprc,0.7874113707014291
84,accuracy,0.7335587686567164
84,brier,0.17996128669514788
84,sensitivity,0.6910322279308734
84,specificity,0.775966464834653
85,auroc,0.7956384538473036
85,auprc,0.7829184352682221
85,accuracy,0.7308768656716418
85,brier,0.18311075151163278
85,sensitivity,0.6865933551708002
85,specificity,0.7748721524872152
86,auroc,0.8059191715795724
86,auprc,0.7915504617474773
86,accuracy,0.734433302238806
86,brier,0.17858900460269253
86,sensitivity,0.687939934303144
86,specificity,0.7803662494204914
87,auroc,0.8033234303869409
87,auprc,0.7867225909978015
87,accuracy,0.7355993470149254
87,brier,0.17936401866285015
87,sensitivity,0.690538297367797
87,specificity,0.7791924753383803
88,auroc,0.8040870347047655
88,auprc,0.787527771538313
88,accuracy,0.7371735074626866
88,brier,0.1789476193734639
88,sensitivity,0.6900433915796881
88,specificity,0.783768115942029
89,auroc,0.8048227707896028
89,auprc,0.7880155938981389
89,accuracy,0.7351329291044776
89,brier,0.17897767564299735
89,sensitivity,0.6853813559322034
89,specificity,0.7839648798521257
90,auroc,0.8070730440344489
90,auprc,0.7964181724654757
90,accuracy,0.7416627798507462
90,brier,0.17763354266056122
90,sensitivity,0.6863814151949745
90,specificity,0.7951807228915663
91,auroc,0.8034859294248176
91,auprc,0.7918049365560381
91,accuracy,0.7325676305970149
91,brier,0.1799004268201765
91,sensitivity,0.687953216374269
91,specificity,0.7769123459660544
92,auroc,0.7985576328097058
92,auprc,0.7829879998729268
92,accuracy,0.7314598880597015
92,brier,0.18185560196898057
92,sensitivity,0.6803550295857989
92,specificity,0.7810848080900943
93,auroc,0.8019029606620225
93,auprc,0.7880076328717607
93,accuracy,0.7320429104477612
93,brier,0.18041943468076718
93,sensitivity,0.6855161062779215
93,specificity,0.7778163312514458
94,auroc,0.8055300661772842
94,auprc,0.7918154663226937
94,accuracy,0.7364155783582089
94,brier,0.17856869268125625
94,sensitivity,0.6903103977339785
94,specificity,0.7814264316165457
95,auroc,0.7995792054878847
95,auprc,0.7817090218581401
95,accuracy,0.7336170708955224
95,brier,0.18133594933748073
95,sensitivity,0.6857313432835821
95,specificity,0.7793095590748548
96,auroc,0.8042715013367481
96,auprc,0.784921343849641
96,accuracy,0.7357742537313433
96,brier,0.17940454045620738
96,sensitivity,0.689313517338995
96,specificity,0.7811851510260549
97,auroc,0.8066061891194871
97,auprc,0.7806271397045262
97,accuracy,0.7409048507462687
97,brier,0.17818414065477886
97,sensitivity,0.692335589941973
97,specificity,0.7861486486486486
98,auroc,0.8029712383863123
98,auprc,0.7874308983944874
98,accuracy,0.7363572761194029
98,brier,0.17963731038094236
98,sensitivity,0.6952885747938752
98,specificity,0.7766104825675364
99,auroc,0.8071745016647301
99,auprc,0.7912721337162383
99,accuracy,0.7406133395522388
99,brier,0.1781931355252897
99,sensitivity,0.6935483870967742
99,specificity,0.7867867867867868
100,auroc,0.8124767160153739
100,auprc,0.7884008980931989
100,accuracy,0.7439365671641791
100,brier,0.17545678649638988
100,sensitivity,0.7054563013037181
100,specificity,0.7798827244023455
101,auroc,0.8026389237102022
101,auprc,0.7871920462100341
101,accuracy,0.7350163246268657
101,brier,0.17992619869234047
101,sensitivity,0.6839600190385531
101,specificity,0.7840649291266575
102,auroc,0.8042045730562104
102,auprc,0.792681121532089
102,accuracy,0.7330923507462687
102,brier,0.17940153931102307
102,sensitivity,0.6839611466477138
102,specificity,0.7807118254879449
103,auroc,0.8127273414195063
103,auprc,0.7958584214039128
103,accuracy,0.7427122201492538
103,brier,0.17560102750249268
103,sensitivity,0.6950598270347115
103,specificity,0.7888876133624153
104,auroc,0.8071106377960432
104,auprc,0.7952629820666228
104,accuracy,0.7388059701492538
104,brier,0.17796564494274286
104,sensitivity,0.6869092627599244
104,specificity,0.789364640883978
105,auroc,0.8044217634349791
105,auprc,0.7932448616069875
105,accuracy,0.7367653917910447
105,brier,0.17911659874321892
105,sensitivity,0.6882200799435693
105,specificity,0.7845246356696738
106,auroc,0.8057196906523777
106,auprc,0.7917684766674224
106,accuracy,0.7376982276119403
106,brier,0.17848425397491227
106,sensitivity,0.6886403766921718
106,specificity,0.7858380501328405
107,auroc,0.8087700753775324
107,auprc,0.7974236552114079
107,accuracy,0.7399720149253731
107,brier,0.17714828494100476
107,sensitivity,0.6978718455634376
107,specificity,0.7822986086753186
108,auroc,0.7992785638200812
108,auprc,0.7877377290953108
108,accuracy,0.7330923507462687
108,brier,0.1810898257180421
108,sensitivity,0.6817116060961314
108,specificity,0.7839248434237995
109,auroc,0.8039087759406971
109,auprc,0.7884093168484763
109,accuracy,0.7354244402985075
109,brier,0.17942373354106236
109,sensitivity,0.692752596789424
109,specificity,0.777073732718894
110,auroc,0.8048477865904372
110,auprc,0.7836513136696059
110,accuracy,0.738222947761194
110,brier,0.1786639575428119
110,sensitivity,0.6905471450709262
110,specificity,0.7838639735250486
111,auroc,0.8057711384294632
111,auprc,0.7984354826374978
111,accuracy,0.7388059701492538
111,brier,0.1785184284556705
111,sensitivity,0.6851960899776234
111,specificity,0.7913635838817689
112,auroc,0.8024089315329668
112,auprc,0.7838179942664965
112,accuracy,0.7318097014925373
112,brier,0.1806117912761682
112,sensitivity,0.682793136320305
112,specificity,0.7787671232876713
113,auroc,0.8004115135125138
113,auprc,0.7827485437784527
113,accuracy,0.7319846082089553
113,brier,0.18122453230596164
113,sensitivity,0.6840555817239755
113,specificity,0.7789838337182448
114,auroc,0.8034366966906762
114,auprc,0.7827339782118449
114,accuracy,0.7359491604477612
114,brier,0.17980897937936974
114,sensitivity,0.6838243994793516
114,specificity,0.7865762556028043
115,auroc,0.8058333616054616
115,auprc,0.7913530048616185
115,accuracy,0.7354244402985075
115,brier,0.17891695239537417
115,sensitivity,0.6859329017068864
115,specificity,0.783989834815756
116,auroc,0.7990071068564321
116,auprc,0.7852317440037888
116,accuracy,0.7318680037313433
116,brier,0.1812948505996
116,sensitivity,0.6851612903225807
116,specificity,0.7780224875391214
117,auroc,0.8068573261463198
117,auprc,0.7892013224494973
117,accuracy,0.7375816231343284
117,brier,0.17818115952991442
117,sensitivity,0.6913099870298314
117,specificity,0.7828393495559912
118,auroc,0.8004885971006663
118,auprc,0.7875254452970966
118,accuracy,0.7322178171641791
118,brier,0.18110134111166215
118,sensitivity,0.6875515251442704
118,specificity,0.776007389446946
119,auroc,0.8084239842797363
119,auprc,0.7926556460245564
119,accuracy,0.7396222014925373
119,brier,0.17762212276305292
119,sensitivity,0.6956165025785279
119,specificity,0.7831786542923433
120,auroc,0.8093255113079091
120,auprc,0.7956458389526899
120,accuracy,0.7403218283582089
120,brier,0.17713567200712305
120,sensitivity,0.6882657869934025
120,specificity,0.791320406278855
121,auroc,0.8037166185838993
121,auprc,0.7907881372118157
121,accuracy,0.7348997201492538
121,brier,0.1794084878389957
121,sensitivity,0.691954293791966
121,specificity,0.7769825695486552
122,auroc,0.7999831101137906
122,auprc,0.7848800775642227
122,accuracy,0.7321012126865671
122,brier,0.18094798203186058
122,sensitivity,0.6870732281610549
122,specificity,0.7762762762762763
123,auroc,0.8030933510634681
123,auprc,0.7862025417805631
123,accuracy,0.7323344216417911
123,brier,0.18034885952056628
123,sensitivity,0.6899415204678363
123,specificity,0.7744710532434318
124,auroc,0.8101193602724095
124,auprc,0.7973745010616355
124,accuracy,0.7379314365671642
124,brier,0.17666114538988142
124,sensitivity,0.6942547680715799
124,specificity,0.7807807807807807
125,auroc,0.80440935774657
125,auprc,0.7945304134333012
125,accuracy,0.7347248134328358
125,brier,0.17928508915699767
125,sensitivity,0.6850660741433751
125,specificity,0.7840948726892222
126,auroc,0.7992804510140848
126,auprc,0.7851698377195423
126,accuracy,0.7331506529850746
126,brier,0.18151841455238624
126,sensitivity,0.6916852351354521
126,specificity,0.7741449275362319
127,auroc,0.8000654347560856
127,auprc,0.7833806060711376
127,accuracy,0.7319846082089553
127,brier,0.18114961879826838
127,sensitivity,0.6829124380457872
127,specificity,0.7799032035031113
128,auroc,0.8006535043044047
128,auprc,0.7887127485459572
128,accuracy,0.7326842350746269
128,brier,0.1811173393578211
128,sensitivity,0.6861484511981297
128,specificity,0.7789926718622775
129,auroc,0.800384776811361
129,auprc,0.7848606782703349
129,accuracy,0.7321012126865671
129,brier,0.18105518047268435
129,sensitivity,0.6865512333965844
129,specificity,0.7761467889908257
130,auroc,0.8037093367989582
130,auprc,0.7922202385036333
130,accuracy,0.7316930970149254
130,brier,0.17966653585309514
130,sensitivity,0.6836078981189392
130,specificity,0.7795880367741185
131,auroc,0.8069372866469882
131,auprc,0.7954277035273054
131,accuracy,0.738397854477612
131,brier,0.17816748678924524
131,sensitivity,0.6897277083089868
131,specificity,0.7868528214077952
132,auroc,0.804923002299746
132,auprc,0.7914336085347309
132,accuracy,0.7374650186567164
132,brier,0.1787612575182018
132,sensitivity,0.6919811320754717
132,specificity,0.7819418819188192
133,auroc,0.8041432521585061
133,auprc,0.7881918453760227
133,accuracy,0.7327425373134329
133,brier,0.1796853423755498
133,sensitivity,0.6925687536571095
133,specificity,0.7726269315673289
134,auroc,0.8016252915107221
134,auprc,0.7828813287577283
134,accuracy,0.7327425373134329
134,brier,0.18039300320927812
134,sensitivity,0.68345837799214
134,specificity,0.780011422044546
135,auroc,0.805074160174825
135,auprc,0.7922991313850242
135,accuracy,0.7367653917910447
135,brier,0.17861055065953974
135,sensitivity,0.6862908011869436
135,specificity,0.7854932966655208
136,auroc,0.8002112150377859
136,auprc,0.780323064710975
136,accuracy,0.734433302238806
136,brier,0.18100542083800408
136,sensitivity,0.6875148915892304
136,specificity,0.7794016898835351
137,auroc,0.810633437031465
137,auprc,0.7946481977457348
137,accuracy,0.7441114738805971
137,brier,0.17638690616440522
137,sensitivity,0.7016489988221437
137,specificity,0.7857307781112907
138,auroc,0.804240105970696
138,auprc,0.7948225499488841
138,accuracy,0.738397854477612
138,brier,0.17926124788432476
138,sensitivity,0.6913093858632676
138,specificity,0.7860830790894157
139,auroc,0.8024027434938937
139,auprc,0.7901139212855314
139,accuracy,0.7351329291044776
139,brier,0.18005980364913965
139,sensitivity,0.6831660051365865
139,specificity,0.7869788027020731
140,auroc,0.8082470964429805
140,auprc,0.801057377833056
140,accuracy,0.7407299440298507
140,brier,0.17754034229261287
140,sensitivity,0.689164158369993
140,specificity,0.7930467465351186
141,auroc,0.7996105456839209
141,auprc,0.7896125129754975
141,accuracy,0.7307019589552238
141,brier,0.1815310313941782
141,sensitivity,0.6858736059479554
141,specificity,0.7758661048689138
142,auroc,0.8075866456925105
142,auprc,0.7963094540467963
142,accuracy,0.7354244402985075
142,brier,0.17825968645261583
142,sensitivity,0.6881494454173964
142,specificity,0.7825783160591592
143,auroc,0.8073530031207204
143,auprc,0.7881392958947722
143,accuracy,0.7396805037313433
143,brier,0.17751225609845686
143,sensitivity,0.6914401044758399
143,specificity,0.7862298086836981
144,auroc,0.7982886638049582
144,auprc,0.790588808277487
144,accuracy,0.7279617537313433
144,brier,0.1823931925357112
144,sensitivity,0.6768620126079851
144,specificity,0.7789424644770556
145,auroc,0.8067928200493502
145,auprc,0.7899505523371745
145,accuracy,0.7404967350746269
145,brier,0.1779121209226019
145,sensitivity,0.6875519164590008
145,specificity,0.7916332378223496
146,auroc,0.80471359673981
146,auprc,0.7878562627077574
146,accuracy,0.7348997201492538
146,brier,0.1788147375845185
146,sensitivity,0.6872486396971847
146,specificity,0.7812140722005059
147,auroc,0.8071052592498948
147,auprc,0.7929260842021268
147,accuracy,0.738222947761194
147,brier,0.17792593629911224
147,sensitivity,0.6906338694418165
147,specificity,0.7844986200551978
148,auroc,0.8084490741999806
148,auprc,0.7928347174953544
148,accuracy,0.7374650186567164
148,brier,0.17759259468288124
148,sensitivity,0.6844088553933113
148,specificity,0.7894919168591225
149,auroc,0.8027943742571974
149,auprc,0.7909245853422779
149,accuracy,0.738456156716418
149,brier,0.17965873969059143
149,sensitivity,0.6933616820222065
149,specificity,0.78240847340548
150,auroc,0.8032162148930269
150,auprc,0.78663249032683
150,accuracy,0.7357742537313433
150,brier,0.1794156769069129
150,sensitivity,0.6875295787979177
150,specificity,0.7826436781609195
151,auroc,0.8021758547573433
151,auprc,0.7883471532274052
151,accuracy,0.7330923507462687
151,brier,0.18025736017161667
151,sensitivity,0.6843971631205674
151,specificity,0.7804878048780488
152,auroc,0.8041879698701179
152,auprc,0.7924086234797725
152,accuracy,0.7355410447761194
